0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0.055555556;0.055555556;0.027777778
0.861111111;0.805555556;0.486111111
1.583333333;0.722222222;1.708333333
2.222222222;0.638888889;3.611111111
2.805555556;0.583333333;6.125
3.333333333;0.527777778;9.194444444
3.833333333;0.5;12.77777778
4.277777778;0.444444444;16.83333333
4.638888889;0.361111111;21.29166667
4.916666667;0.277777778;26.06944444
5.083333333;0.166666667;31.06944444
5.222222222;0.138888889;36.22222222
5.25;0.027777778;41.45833333
5.111111111;-0.138888889;46.63888889
4.694444444;-0.416666667;51.54166667
3.972222222;-0.722222222;55.875
3;-0.972222222;59.36111111
1.972222222;-1.027777778;61.84722222
1.111111111;-0.861111111;63.38888889
0;-1.111111111;63.94444444
0;0;63.94444444
0;0;63.94444444
0;0;63.94444444
0.416666667;0.416666667;64.15277778
1.111111111;0.694444444;64.91666667
1.611111111;0.5;66.27777778
2.083333333;0.472222222;68.125
2.555555556;0.472222222;70.44444444
3.027777778;0.472222222;73.23611111
3.444444444;0.416666667;76.47222222
3.861111111;0.416666667;80.125
4.277777778;0.416666667;84.19444444
4.611111111;0.333333333;88.63888889
4.861111111;0.25;93.375
5.083333333;0.222222222;98.34722222
5.25;0.166666667;103.5138889
5.416666667;0.166666667;108.8472222
5.583333333;0.166666667;114.3472222
5.777777778;0.194444444;120.0277778
6;0.222222222;125.9166667
6.25;0.25;132.0416667
6.444444444;0.194444444;138.3888889
6.638888889;0.194444444;144.9305556
6.805555556;0.166666667;151.6527778
6.972222222;0.166666667;158.5416667
7.055555556;0.083333333;165.5555556
7;-0.055555556;172.5833333
6.722222222;-0.277777778;179.4444444
6.194444444;-0.527777778;185.9027778
5.527777778;-0.666666667;191.7638889
4.805555556;-0.722222222;196.9305556
4.083333333;-0.722222222;201.375
3.361111111;-0.722222222;205.0972222
2.638888889;-0.722222222;208.0972222
1.833333333;-0.805555556;210.3333333
1.138888889;-0.694444444;211.8194444
0;-1.138888889;212.3888889
0;0;212.3888889
0;0;212.3888889
0;0;212.3888889
0;0;212.3888889
0;0;212.3888889
0;0;212.3888889
